find a nearby parking spot, 0, false, 1
find a nearby parking spot, 126, false, 1
230390.97692025, 230391.944207667, 14.0574989318848, 4.0
230392.193444792, 230392.660474292, 5.3125, 4.0
230393.110585, 230393.793856792, 22.0599994659424, 4.0
230394.093984583, 230394.57724825, 19.0900001525879, 4.0
230395.144015875, 230395.577332125, 15.4600009918213, 4.0
230395.860684708, 230396.127392708, 10.2624998092651, 4.0
230396.81068875, 230396.877232625, -5.0, 4.0
230397.377521083, 230398.260964417, 11.2525005340576, 4.0
230398.660929667, 230399.761018708, 16.0375003814697, 4.0
230400.410818417, 230400.492924875, -5.0, 4.0
230400.977626333, 230401.460928958, 3.16750049591064, 4.0
230402.327774083, 230403.694675708, 2.75500011444092, 4.0
230403.86086975, 230404.378043875, 11.0050010681152, 4.0
230404.761311167, 230405.878064208, 23.2150001525879, 4.0
230406.328002125, 230406.794721625, -0.957499980926514, 4.0
230407.111357083, 230408.494848458, 19.2550010681152, 4.0
230408.728127542, 230409.16154575, 23.7100009918213, 4.0
230409.61164475, 230410.094882333, 6.22000026702881, 4.0
230410.478286042, 230411.96181425, 19.2550010681152, 4.0
230419.04416125, 230419.144229167, -5.0, 4.0
230420.495730208, 230420.978836083, -5.0, 4.0
what a lovely red jacket, 27, false, 11
230424.41255925, 230425.479121167, 100.0, 1.0
230424.41255925, 230427.562651208, 21.2350006103516, 4.0
230428.046150875, 230429.079440625, 9.27250003814697, 4.0
230429.379327958, 230429.562843292, 3.08500003814697, 4.0
230429.912721125, 230430.729474792, 17.1925010681152, 4.0
230431.362896708, 230431.446222083, -5.0, 4.0
230431.996317667, 230432.296333, 0.0325002670288086, 4.0
230433.029747, 230434.279898042, 10.1800003051758, 4.0
230434.546149792, 230434.929845792, 11.3350009918213, 4.0
230435.579776708, 230436.413321083, 24.0399990081787, 4.0
230436.69659475, 230437.113430583, 6.30249977111816, 4.0
230437.379959, 230438.446608375, 10.1800003051758, 4.0
230438.763444333, 230439.346867083, 25.1125011444092, 4.0
230440.0468335, 230440.128805125, -5.0, 4.0
230440.580200083, 230441.997064083, 18.1000003814697, 4.0
230442.297042958, 230442.613516625, 4.40499973297119, 4.0
230442.880044167, 230443.130186083, 5.47749996185303, 4.0
230443.963829167, 230444.080394167, -5.0, 4.0
230444.130721417, 230444.230421292, -5.0, 4.0
230444.330547792, 230444.395872792, -5.0, 4.0
230445.047199667, 230445.546985542, 11.2525005340576, 4.0
230445.86366875, 230446.080598917, 4.07499980926514, 4.0
230446.48035325, 230446.71404625, 3.49749946594238, 4.0
230447.047275958, 230447.54737075, 10.5100002288818, 4.0
230447.947360042, 230448.264199375, 5.06500053405762, 4.0
230448.547337667, 230449.462976708, 18.2649993896484, 4.0
230450.164267708, 230450.229560333, -5.0, 4.0
employee recruitment takes a lot of effort, 39, false, 12
230452.864323833, 230453.197708458, 7.21000003814697, 4.0
230453.464070417, 230453.764499708, 14.1399993896484, 4.0
230453.980696625, 230455.714542125, 15.0475006103516, 4.0
230456.030917333, 230456.697937042, 7.70499992370605, 4.0
230456.997504917, 230457.697888958, 14.3049983978271, 4.0
230458.18133725, 230458.931182125, 23.2150001525879, 4.0
230459.281391042, 230459.531414208, 8.69499969482422, 4.0
230459.847897083, 230460.048152792, 7.29250049591064, 4.0
230461.581534, 230462.764978708, 17.0275001525879, 4.0
230463.064798333, 230463.448444167, 8.36499977111816, 4.0
230463.998408167, 230464.465120958, 4.07499980926514, 4.0
230465.031846417, 230465.898454833, 15.1300010681152, 4.0
230466.448316042, 230467.081681667, 20.2449989318848, 4.0
230467.465353292, 230467.88173425, 7.375, 4.0
230468.298708125, 230469.11540225, 16.1199989318848, 4.0
230469.565348, 230470.332199458, 11.4174995422363, 4.0
230470.598649042, 230470.898872167, 4.07499980926514, 4.0
230471.232142708, 230471.982251667, 12.0774993896484, 4.0
230472.365700292, 230473.747965417, 21.1525001525879, 4.0
230474.882545625, 230476.38268725, 18.2649993896484, 4.0
230476.682650375, 230476.932704875, 1.10500001907349, 4.0
230477.2491715, 230478.749399667, 10.2624998092651, 4.0
230479.083087292, 230479.349407542, 3.25, 4.0
230479.766122917, 230480.881630833, 16.2849998474121, 4.0
230481.516157708, 230481.598411375, -5.0, 4.0
230482.099754083, 230482.333027667, 1.02250003814697, 4.0
230483.383092125, 230484.133107625, 13.2325000762939, 4.0
230484.382786292, 230485.849723, 12.9850006103516, 4.0
230486.182912958, 230487.798579625, 19.0075016021729, 4.0
230488.500013542, 230488.566580292, -5.0, 4.0
230489.16686275, 230492.5336915, 13.0675010681152, 4.0
230492.833493458, 230493.166994125, 5.06500053405762, 4.0
230494.117011458, 230495.1671595, 4.07499980926514, 4.0
230495.667210667, 230495.983961667, 9.35500049591064, 4.0
230496.316958208, 230496.650465042, 4.23999977111816, 4.0
230497.117268, 230497.684230458, 12.0774993896484, 4.0
230498.250789333, 230499.050721542, 18.3474998474121, 4.0
230499.350818958, 230499.9829525, 20.4099998474121, 4.0
230500.717581042, 230500.799500583, -5.0, 4.0
rapidly running short on words, 33, false, 13
230504.501098667, 230505.900872125, 19.3374996185303, 4.0
230506.184555583, 230506.40116125, 1.26999998092651, 4.0
230506.734351875, 230507.68454525, 15.0475006103516, 4.0
230508.034453333, 230508.384781708, 8.11750030517578, 4.0
230508.717926417, 230508.951335792, 4.32250022888184, 4.0
230509.334717667, 230510.584580417, 10.5100002288818, 4.0
230510.901466917, 230512.834767875, 27.1749992370605, 4.0
230513.918292458, 230515.385184958, 14.3049983978271, 4.0
230515.80175225, 230516.50216275, 19.0900001525879, 4.0
230516.851839333, 230517.284932, 12.0774993896484, 4.0
230517.534956042, 230517.835116167, 11.0050010681152, 4.0
230518.101668292, 230518.385393125, 7.12750053405762, 4.0
230518.668630625, 230519.00190975, 11.4174995422363, 4.0
230519.285307833, 230519.518514708, 7.70499992370605, 4.0
230520.485394917, 230520.584175292, -5.0, 4.0
230520.668787167, 230520.734209375, -5.0, 4.0
230521.468928375, 230522.585522042, 16.2849998474121, 4.0
230522.935362958, 230523.352329958, 4.15750026702881, 4.0
230523.635257875, 230524.468891292, 14.8000011444092, 4.0
230524.919228625, 230525.802110125, 15.1300010681152, 4.0
230526.002113083, 230526.418872792, 19.0075016021729, 4.0
230527.019215625, 230527.117923833, -5.0, 4.0
230527.835632667, 230528.502653458, 15.2124996185303, 4.0
230528.819348708, 230529.402700417, 12.2424983978271, 4.0
230530.252567833, 230531.369572208, 18.1000003814697, 4.0
230531.78613625, 230532.336223458, 16.0375003814697, 4.0
230532.719402833, 230533.469670833, 19.0900001525879, 4.0
230533.752698208, 230533.986358417, 4.23999977111816, 4.0
230534.269794583, 230535.435297333, 16.0375003814697, 4.0
230536.186378708, 230536.268580042, -5.0, 4.0
230536.353211083, 230536.451899042, -5.0, 4.0
230536.536608875, 230536.603285542, -5.0, 4.0
230536.753125208, 230536.834965292, -5.0, 4.0
the collapse of the roman empire, 55, false, 14
230538.453380708, 230539.070004, 20.5749988555908, 4.0
230539.336666792, 230539.670031125, 10.3450002670288, 4.0
230539.920032708, 230540.253431542, 6.22000026702881, 4.0
230541.170125875, 230541.853514792, 7.21000003814697, 4.0
230542.203200583, 230542.953631042, 17.1100006103516, 4.0
230543.286633708, 230543.970325083, 20.3274993896484, 4.0
230544.1699635, 230544.536862333, 10.1800003051758, 4.0
230544.920369208, 230545.137267917, 2.09500026702881, 4.0
230545.503878917, 230546.220495375, 14.1399993896484, 4.0
230546.553827125, 230548.254164208, 15.0475006103516, 4.0
230548.554051208, 230548.870677917, 5.06500053405762, 4.0
230549.804101292, 230549.886099667, -5.0, 4.0
230549.9542925, 230550.036130625, -5.0, 4.0
230550.104467417, 230550.186153417, -5.0, 4.0
230550.254188917, 230550.337431792, -5.0, 4.0
230550.38743225, 230550.503922583, -5.0, 4.0
230550.587622542, 230550.669470792, -5.0, 4.0
230550.870646958, 230550.954056292, -5.0, 4.0
230551.17070675, 230551.252790333, -5.0, 4.0
230551.555266042, 230551.669524833, -5.0, 4.0
230551.97070475, 230552.086235208, -5.0, 4.0
230552.170892833, 230552.270906833, -5.0, 4.0
230552.337657125, 230552.435939625, -5.0, 4.0
230552.787440542, 230552.819430458, -5.0, 4.0
230552.904184208, 230552.986063458, -5.0, 4.0
230553.070603167, 230553.169613417, -5.0, 4.0
230553.354418375, 230553.387547208, -5.0, 4.0
230553.554521958, 230553.654305208, -5.0, 4.0
230554.020941458, 230554.119667042, -5.0, 4.0
230554.471080417, 230554.770882292, 100.0, 1.0
230554.423531042, 230555.1531235, -5.0, 4.0
230555.554500417, 230556.187842333, 4.23999977111816, 4.0
230556.420815458, 230557.637999417, 18.2649993896484, 4.0
230557.937576625, 230558.404706333, 10.5100002288818, 4.0
230558.654255542, 230559.171241208, 12.1599998474121, 4.0
230559.504700292, 230559.721355667, 1.43499994277954, 4.0
230560.071382, 230560.854931542, 14.3049983978271, 4.0
230561.138084208, 230562.988302, 20.4924983978271, 4.0
230563.304964417, 230564.37170175, 6.22000026702881, 4.0
230565.271839208, 230567.705396083, 13.0675010681152, 4.0
230567.988244375, 230568.305291958, 5.23000049591064, 4.0
230570.055392917, 230571.438768167, 17.3575000762939, 4.0
230571.705321083, 230572.038699042, 6.05500030517578, 4.0
230572.288471417, 230572.538847958, 6.13749980926514, 4.0
230573.505911, 230574.889117167, 19.0900001525879, 4.0
230575.122185708, 230575.555752708, 13.3975009918213, 4.0
230575.688808875, 230576.105908917, 10.3450002670288, 4.0
230576.322102792, 230576.672473792, 0.197499752044678, 4.0
230576.922269833, 230577.372491, 14.4699993133545, 4.0
230578.639337375, 230579.072663583, 3.00250053405762, 4.0
230579.372451542, 230580.139422542, 13.3975009918213, 4.0
230580.422465042, 230581.722814667, 14.5524997711182, 4.0
230581.889070583, 230582.356078458, 11.0874996185303, 4.0
230582.772837083, 230583.939647583, 18.1824989318848, 4.0
230584.256346667, 230584.473077167, 6.22000026702881, 4.0
the price of gas is high, 31, false, 15
230586.723198792, 230587.889850458, 20.0799999237061, 4.0
230588.089712792, 230588.523261, 9.02500057220459, 4.0
230588.839798583, 230589.073285875, 2.25999975204468, 4.0
230589.890045208, 230590.756743292, 15.0475006103516, 4.0
230591.073149042, 230593.023562208, 19.1725006103516, 4.0
230593.306480917, 230593.673686667, 8.03500080108643, 4.0
230593.9066145, 230594.223596958, 5.06500053405762, 4.0
230594.490406625, 230594.72391925, 4.15750026702881, 4.0
230595.556965625, 230596.723783083, 13.0675010681152, 4.0
230596.973436875, 230597.206778583, 4.15750026702881, 4.0
230597.973968417, 230598.557247625, 6.13749980926514, 4.0
230598.840231958, 230599.090590833, 0.0325002670288086, 4.0
230599.273634833, 230600.2072585, 15.2950000762939, 4.0
230600.974047792, 230601.072811917, -5.0, 4.0
230601.157501, 230601.224083958, -5.0, 4.0
230601.307622417, 230601.406197625, -5.0, 4.0
230601.474238667, 230601.556367875, -5.0, 4.0
230601.607587542, 230601.707547083, -5.0, 4.0
230601.740651625, 230601.790700333, -5.0, 4.0
230601.84073025, 230601.8894995, -5.0, 4.0
230602.707451125, 230602.789523792, -5.0, 4.0
230602.924322, 230602.98956375, -5.0, 4.0
230603.174001667, 230603.256222417, -5.0, 4.0
230603.673887292, 230603.772697625, -5.0, 4.0
230604.391014667, 230604.890951417, 9.27250003814697, 4.0
230605.207470417, 230606.19112225, 17.1100006103516, 4.0
230607.307796125, 230607.74096425, 10.1800003051758, 4.0
230607.9908605, 230608.27459025, 5.06500053405762, 4.0
230608.757867375, 230609.074465417, 7.53999996185303, 4.0
230609.257578792, 230609.52459225, 11.4174995422363, 4.0
230610.191190542, 230610.289977375, -5.0, 4.0
i will put on my glasses, 38, false, 16
230612.758212583, 230613.241535792, 11.3350009918213, 4.0
230614.274927417, 230615.841816042, 23.2150001525879, 4.0
230616.024938375, 230616.391627792, 9.51999950408936, 4.0
230616.558180458, 230616.858472083, 12.2424983978271, 4.0
230617.074935667, 230617.391928625, 10.3450002670288, 4.0
230618.275292333, 230620.1086885, 13.3150005340576, 4.0
230620.391742583, 230621.242038792, 10.9224996566772, 4.0
230621.475075208, 230621.908601167, 22.1424999237061, 4.0
230622.525377375, 230622.62412275, -5.0, 4.0
230622.692305292, 230622.774219833, -5.0, 4.0
230622.808869208, 230622.958939167, -5.0, 4.0
230623.008869417, 230623.0909465, -5.0, 4.0
230623.142249875, 230623.224244542, -5.0, 4.0
230623.358981417, 230623.408868875, -5.0, 4.0
230623.692098125, 230623.774305875, -5.0, 4.0
230623.875853417, 230623.924314292, -5.0, 4.0
230624.075303458, 230624.12424025, -5.0, 4.0
230625.359115625, 230625.508899458, 100.0, 1.0
230625.308906042, 230625.859029667, -5.0, 4.0
230626.125549458, 230627.142515167, 11.3350009918213, 4.0
230627.492197958, 230628.192622833, 22.1424999237061, 4.0
230628.509130875, 230629.225829417, 18.1000003814697, 4.0
230629.792554458, 230629.891354333, -5.0, 4.0
230629.959033125, 230630.041343958, -5.0, 4.0
230630.092583417, 230630.174736833, -5.0, 4.0
230630.392813375, 230630.491428125, -5.0, 4.0
230631.009405667, 230631.792964167, 13.3150005340576, 4.0
230632.0592665, 230632.424858625, 13.1499996185303, 4.0
230633.259618208, 230634.109662458, 12.2424983978271, 4.0
230634.359502, 230634.976307417, 27.5875015258789, 4.0
230635.943101333, 230636.426422167, 5.06500053405762, 4.0
230636.692804083, 230637.15990675, 10.3450002670288, 4.0
230637.426133458, 230637.6596115, 2.17750024795532, 4.0
230638.059783542, 230638.959822292, 19.2550010681152, 4.0
230639.176306042, 230639.6765895, 16.2024993896484, 4.0
230639.99304275, 230640.609983458, 8.03500080108643, 4.0
230640.893440375, 230641.392088667, 17.1100006103516, 4.0
230642.093326333, 230642.158801083, -5.0, 4.0
you want to eat your cake, 53, false, 17
230644.943639792, 230646.526822958, 23.0500011444092, 4.0
230646.877054458, 230647.327072333, 13.1499996185303, 4.0
230647.577162, 230648.193787542, 18.2649993896484, 4.0
230649.010590792, 230650.610679792, 17.8524990081787, 4.0
230650.877089208, 230651.244086583, 2.25999975204468, 4.0
230651.460296792, 230651.877350958, 13.1499996185303, 4.0
230652.193880917, 230653.127624083, 19.0075016021729, 4.0
230653.94417875, 230654.059580667, -5.0, 4.0
230654.127803042, 230654.209503375, -5.0, 4.0
230654.660943667, 230656.12778175, 20.0799999237061, 4.0
230656.377763125, 230656.661045458, 13.6450004577637, 4.0
230657.194431583, 230657.243106667, -5.0, 4.0
230657.544437792, 230657.609877625, -5.0, 4.0
230658.177831167, 230658.677652583, 1.10500001907349, 4.0
230659.111271583, 230659.361115125, 100.0, 1.0
230659.111271583, 230659.861344417, 100.0, 1.0
230659.111271583, 230661.144794167, 18.2649993896484, 4.0
230661.411157792, 230662.0268205, 13.2325000762939, 4.0
230663.178169542, 230663.794816083, 5.14750003814697, 4.0
230664.027817, 230665.278212667, -0.297500133514404, 4.0
230665.661453417, 230666.426972375, 17.4400005340576, 4.0
230667.028327667, 230667.110379375, -5.0, 4.0
230667.195082458, 230667.260415875, -5.0, 4.0
230667.328413958, 230667.395354208, -5.0, 4.0
230667.428502833, 230667.510636375, -5.0, 4.0
230668.245210458, 230669.178565417, 20.1625003814697, 4.0
230669.561839667, 230670.095328417, 12.1599998474121, 4.0
230670.511946, 230671.345127333, 100.0, 1.0
230670.511946, 230673.595582875, 13.6450004577637, 4.0
230673.895293, 230674.878961708, 17.1100006103516, 4.0
230675.245468167, 230676.328795208, 14.5524997711182, 4.0
230677.128996042, 230677.195576458, -5.0, 4.0
230677.279193333, 230677.362531083, -5.0, 4.0
230677.412424125, 230677.561079792, -5.0, 4.0
230677.595655458, 230677.694438875, -5.0, 4.0
230677.7455235, 230677.877682958, -5.0, 4.0
230678.162398708, 230678.244555125, -5.0, 4.0
230678.345974917, 230678.411250292, -5.0, 4.0
230678.479121958, 230678.56245025, -5.0, 4.0
230678.929103708, 230679.027985417, -5.0, 4.0
230679.212489083, 230679.3112445, -5.0, 4.0
230679.4460115, 230679.477968583, -5.0, 4.0
230679.779169708, 230679.877914167, -5.0, 4.0
230679.979288833, 230680.06132375, -5.0, 4.0
230680.779276458, 230681.046090042, -5.0, 4.0
230683.096210083, 230683.446230625, 2.17750024795532, 4.0
230683.579109583, 230683.979574542, 2.34249973297119, 4.0
230684.296068917, 230686.096350125, 12.1599998474121, 4.0
230686.279321333, 230686.729699708, 5.14750003814697, 4.0
230687.429640583, 230687.494989708, -5.0, 4.0
230687.596122167, 230687.678095917, -5.0, 4.0
230687.746089667, 230687.811519292, -5.0, 4.0
230688.063072792, 230688.128498708, -5.0, 4.0
valid until the end of the year, 41, false, 18
230699.814078667, 230700.847320125, 19.0900001525879, 4.0
230701.147297333, 230702.297560833, -1.04000020027161, 4.0
230702.93082325, 230703.914372, 10.3450002670288, 4.0
230704.130667917, 230704.414398208, 9.02500057220459, 4.0
230704.563992, 230704.814352333, 7.04500007629395, 4.0
230705.480810333, 230705.562983833, -5.0, 4.0
230706.197608083, 230707.431036917, 26.2674999237061, 4.0
230707.764494458, 230708.281139792, 11.3350009918213, 4.0
230708.647776208, 230709.897955417, 18.0174999237061, 4.0
230710.131232583, 230710.897985542, 9.10750007629395, 4.0
230711.197978708, 230711.531306917, 13.0675010681152, 4.0
230712.464801917, 230713.531446667, 16.3674983978271, 4.0
230713.764446917, 230714.164806042, 8.19999980926514, 4.0
230714.431201083, 230714.664802542, 5.06500053405762, 4.0
230715.4149045, 230715.931650458, 4.07499980926514, 4.0
230716.214547708, 230716.865025625, 17.1100006103516, 4.0
230717.148061333, 230717.331699167, 2.50750017166138, 4.0
230717.915045792, 230717.96374525, -5.0, 4.0
230718.082021875, 230718.131842292, -5.0, 4.0
230718.215253083, 230718.265196, -5.0, 4.0
230719.13182975, 230719.313989542, -5.0, 4.0
230720.031966083, 230720.247238583, -5.0, 4.0
230720.865602417, 230721.198476583, -5.0, 4.0
230721.565474542, 230721.948589667, -5.0, 4.0
230722.348664833, 230722.580802708, -5.0, 4.0
230723.532079708, 230723.814128708, -5.0, 4.0
230724.448854917, 230724.848858792, -5.0, 4.0
230725.915610042, 230726.849035667, 15.2950000762939, 4.0
230727.132051958, 230727.432251958, 6.05500030517578, 4.0
230728.54915075, 230729.665809333, 16.0375003814697, 4.0
230729.948841542, 230730.249233125, 6.13749980926514, 4.0
230730.548881833, 230730.849093542, 5.06500053405762, 4.0
230731.982678833, 230733.599507542, 24.2875003814697, 4.0
230733.899591458, 230734.366165625, 10.2624998092651, 4.0
230734.73283775, 230735.366227875, 6.13749980926514, 4.0
230735.716233917, 230736.432879708, 16.2024993896484, 4.0
230737.183163917, 230737.282831, -5.0, 4.0
230737.349287167, 230737.432633375, -5.0, 4.0
230737.515998958, 230737.598216542, -5.0, 4.0
230737.666393375, 230737.731727958, -5.0, 4.0
230738.116302708, 230738.181781, -5.0, 4.0
very reluctant to enter, 34, false, 19
230739.916565917, 230741.549941583, 22.1424999237061, 4.0
230741.899772958, 230742.450058667, 10.4274997711182, 4.0
230742.866775625, 230744.166873708, 21.1525001525879, 4.0
230744.500072208, 230745.815849292, 22.1424999237061, 4.0
230746.466887, 230746.532363667, -5.0, 4.0
230747.216980667, 230748.400380083, 15.2950000762939, 4.0
230748.650141375, 230749.150480875, 1.68249988555908, 4.0
230749.466822, 230749.91706675, 9.02500057220459, 4.0
230750.25048175, 230751.4172725, 22.1424999237061, 4.0
230751.800674833, 230753.034190333, 4.98250007629395, 4.0
230753.350754625, 230754.867575917, 21.8125, 4.0
230755.334184875, 230755.700974583, 0.115000247955322, 4.0
230756.000943625, 230756.717649917, 14.3874988555908, 4.0
230757.11756975, 230759.301164375, 20.1625003814697, 4.0
230760.434626167, 230761.984703708, 19.0075016021729, 4.0
230762.267933667, 230763.001376458, 14.1399993896484, 4.0
230763.768088333, 230764.367977125, 1.68249988555908, 4.0
230764.65126875, 230765.318203875, 11.0874996185303, 4.0
230765.634796833, 230766.317875208, 21.4825000762939, 4.0
230766.684866708, 230767.068230333, 3.00250053405762, 4.0
230767.401678542, 230768.45054825, 18.1000003814697, 4.0
230769.101698417, 230769.1671925, -5.0, 4.0
230769.285329167, 230769.333866833, -5.0, 4.0
230769.468628458, 230769.517188292, -5.0, 4.0
230769.601628292, 230769.683850667, -5.0, 4.0
230769.751860417, 230769.850686542, -5.0, 4.0
230769.968776333, 230770.050519917, -5.0, 4.0
230770.185041167, 230770.267262875, -5.0, 4.0
230770.418245917, 230770.500415833, -5.0, 4.0
230770.718448, 230770.818417917, -5.0, 4.0
230770.935237458, 230771.00184825, -5.0, 4.0
230771.204459125, 230771.284071208, -5.0, 4.0
230771.501854708, 230771.601945333, -5.0, 4.0
230771.835292917, 230771.918611875, -5.0, 4.0
you should visit a doctor, 25, false, 20
230773.852043375, 230775.218912667, 21.2350006103516, 4.0
230775.552112708, 230776.10228475, 13.0675010681152, 4.0
230776.435351542, 230777.052233417, 17.2749996185303, 4.0
230777.652204167, 230777.717662458, -5.0, 4.0
230778.352374375, 230779.702496708, 18.0174999237061, 4.0
230780.019091917, 230780.435825042, 8.19999980926514, 4.0
230780.652195292, 230782.319250375, 15.8724994659424, 4.0
230782.6857595, 230783.402469667, 22.3899993896484, 4.0
230783.685721667, 230784.102745167, 9.51999950408936, 4.0
230784.40278575, 230784.619395333, 6.22000026702881, 4.0
230785.569635958, 230786.9362395, 19.0075016021729, 4.0
230787.236172542, 230787.803094375, 8.03500080108643, 4.0
230788.219693375, 230788.986384667, 18.2649993896484, 4.0
230789.302751167, 230789.903114458, 13.2325000762939, 4.0
230790.336588708, 230790.819867625, 18.5124988555908, 4.0
230791.586626708, 230791.66985275, -5.0, 4.0
230791.753299792, 230791.835338167, -5.0, 4.0
230792.470121458, 230792.653244667, 0.197499752044678, 4.0
230793.303373583, 230793.803419, 2.01250028610229, 4.0
230794.036589833, 230794.836756, 11.2525005340576, 4.0
230795.170146333, 230795.603562, 4.15750026702881, 4.0
230795.936881333, 230797.336987208, 17.0275001525879, 4.0
230797.58673275, 230798.187073833, 11.3350009918213, 4.0
230798.586957875, 230799.619029292, 17.1925010681152, 4.0
230800.237117708, 230800.302481083, -5.0, 4.0
work hard to reach the summit, 26, false, 21
230844.173428042, 230845.023478667, 22.6374988555908, 4.0
230845.456889583, 230846.323481625, 13.6450004577637, 4.0
230846.690169917, 230847.540341667, 18.0174999237061, 4.0
230847.856993875, 230848.338912708, 10.1800003051758, 4.0
230849.390379667, 230849.840418083, 7.29250049591064, 4.0
230850.156886375, 230850.473784833, 0.0325002670288086, 4.0
230850.84026275, 230851.65728925, 17.1925010681152, 4.0
230851.940141875, 230852.256996625, 4.15750026702881, 4.0
230853.057326667, 230854.124077333, 18.1824989318848, 4.0
230854.307089167, 230854.707262625, 15.4600009918213, 4.0
230855.774311958, 230857.291038208, 17.0275001525879, 4.0
230857.607293042, 230858.057670083, 5.23000049591064, 4.0
230858.35731275, 230858.590855375, 0.0325002670288086, 4.0
230858.890847458, 230859.274288625, 3.08500003814697, 4.0
230859.524185125, 230859.807602958, 5.55999946594238, 4.0
230860.524352125, 230860.606511917, -5.0, 4.0
230861.124198917, 230861.924643875, 21.0700016021729, 4.0
230862.1745515, 230862.541270708, 8.11750030517578, 4.0
230862.7409615, 230862.941097125, 5.39499950408936, 4.0
230863.924661833, 230865.541502625, 16.2024993896484, 4.0
230865.958101, 230867.008201042, 23.0500011444092, 4.0
230867.358204667, 230867.708232083, 13.6450004577637, 4.0
230867.974935083, 230868.225338042, 12.4899997711182, 4.0
230868.574941417, 230868.958355458, 8.03500080108643, 4.0
230869.30836675, 230870.658326875, 18.3474998474121, 4.0
230871.341937167, 230871.407044292, -5.0, 4.0
traveling to conferences is fun, 30, false, 22
230873.925184917, 230874.942036792, 19.0900001525879, 4.0
230875.225105458, 230876.775520208, 15.1300010681152, 4.0
230877.07512425, 230877.2253795, 2.25999975204468, 4.0
230877.77551075, 230879.041960833, 21.1525001525879, 4.0
230879.30888375, 230879.759089583, 5.14750003814697, 4.0
230880.059068542, 230880.74252775, 10.0150003433228, 4.0
230880.959124542, 230881.242562333, 5.47749996185303, 4.0
230881.692604667, 230882.559246292, 13.1499996185303, 4.0
230882.909226375, 230883.192675833, 6.38500022888184, 4.0
230884.476022375, 230885.626021375, 16.3674983978271, 4.0
230885.942415208, 230886.5260615, 14.1399993896484, 4.0
230887.259396542, 230887.341492167, -5.0, 4.0
230887.976296542, 230888.459595, 5.47749996185303, 4.0
230888.776031292, 230889.509459125, 13.4799995422363, 4.0
230889.776096375, 230890.24299075, 14.2224998474121, 4.0
230890.576215708, 230890.876565917, 2.09500026702881, 4.0
230890.942880167, 230891.209435583, 6.38500022888184, 4.0
230891.85984125, 230893.5932455, 16.2849998474121, 4.0
230893.876723208, 230894.54340575, 4.32250022888184, 4.0
230894.910012083, 230896.960178792, 12.1599998474121, 4.0
230897.293489292, 230897.510191167, 1.1875, 4.0
230897.760003792, 230898.060130708, 5.14750003814697, 4.0
230898.443596125, 230899.510297583, 22.5549983978271, 4.0
230900.610481583, 230901.360506917, 9.35500049591064, 4.0
230901.710477, 230903.410619333, 16.0375003814697, 4.0
230904.027167958, 230904.092553583, -5.0, 4.0
230904.777328333, 230905.444016333, 6.05500030517578, 4.0
230905.843930375, 230906.71069425, 19.0075016021729, 4.0
230907.010599917, 230907.627573958, 15.2950000762939, 4.0
230908.410819, 230908.477499875, -5.0, 4.0
we run the risk of failure, 30, false, 23
230910.144324375, 230911.511206875, 21.1525001525879, 4.0
230911.777856167, 230912.027872792, 5.06500053405762, 4.0
230912.89457125, 230913.79460925, 19.1725006103516, 4.0
230914.044393125, 230915.278037292, 21.0700016021729, 4.0
230915.544682333, 230915.926870208, 12.0774993896484, 4.0
230916.961556083, 230917.878259167, 19.0900001525879, 4.0
230918.178191167, 230918.761667208, 13.3975009918213, 4.0
230919.077968958, 230919.378114167, 4.56999969482422, 4.0
230920.128456542, 230921.361555375, 16.2024993896484, 4.0
230921.66139525, 230922.228505208, 9.60249996185303, 4.0
230922.528174375, 230923.611717708, 16.2849998474121, 4.0
230923.811615042, 230924.177054667, 10.1800003051758, 4.0
230925.012240083, 230926.195402917, 16.2024993896484, 4.0
230926.662177333, 230926.895458833, 2.01250028610229, 4.0
230926.945184375, 230927.261914708, 8.61250019073486, 4.0
230928.3456685, 230928.578811708, 100.0, 1.0
230928.3456685, 230930.279070458, 14.3874988555908, 4.0
230930.895758875, 230931.31243, 4.15750026702881, 4.0
230931.879269042, 230931.979145292, 100.0, 1.0
230931.879269042, 230932.379259833, 100.0, 1.0
230931.829084125, 230932.679214542, -5.0, 4.0
230932.945705917, 230933.829324417, 13.0675010681152, 4.0
230934.0622485, 230934.295916167, 6.13749980926514, 4.0
230935.162569875, 230935.746060417, 6.05500030517578, 4.0
230936.045710292, 230936.246128833, 2.25999975204468, 4.0
230936.529132167, 230936.896080125, 6.22000026702881, 4.0
230937.162472708, 230937.529530333, 10.3450002670288, 4.0
230937.829281833, 230938.296224625, 18.0174999237061, 4.0
230938.729533167, 230939.696033708, 16.1199989318848, 4.0
230939.929334708, 230940.146200125, 6.46749973297119, 4.0
february has an extra day, 21, false, 24
230942.31342675, 230942.729832625, 10.0975008010864, 4.0
230943.029488083, 230943.430099833, 7.53999996185303, 4.0
230944.179790208, 230944.746627958, 4.56999969482422, 4.0
230945.279863, 230946.329873625, 17.0275001525879, 4.0
230946.630069042, 230947.396824167, 20.3274993896484, 4.0
230947.646798333, 230948.063568667, 0.115000247955322, 4.0
230948.39678025, 230949.2969335, 15.3775005340576, 4.0
230949.496714167, 230950.096995667, 24.0399990081787, 4.0
230951.297086458, 230951.830464917, 5.14750003814697, 4.0
230952.03013675, 230952.263636083, 2.09500026702881, 4.0
230952.580176125, 230953.547016542, 17.2749996185303, 4.0
