the location of the crime, 0, false, 1
the location of the crime, 80, false, 1
242184.4223035, 242184.5539905, -5.0, 4.0
242184.605152083, 242184.737538958, -5.0, 4.0
242184.838859083, 242184.954277708, -5.0, 4.0
242185.90570075, 242186.889305875, 22.1424999237061, 4.0
242187.122597583, 242188.155862625, 15.2124996185303, 4.0
242188.288771542, 242188.989254125, 19.0075016021729, 4.0
242189.205685792, 242190.605949583, 18.1824989318848, 4.0
242191.622802375, 242193.689584083, 20.0799999237061, 4.0
242194.239566417, 242194.772950625, 13.2325000762939, 4.0
242195.022539208, 242195.372901375, 7.29250049591064, 4.0
242195.605972792, 242195.956284208, 2.17750024795532, 4.0
242196.156226875, 242196.5063405, 4.07499980926514, 4.0
this library has many books, 30, false, 30
242201.073384458, 242201.806784458, 19.0900001525879, 4.0
242202.040035125, 242202.490110542, 8.03500080108643, 4.0
242202.656523875, 242202.923254667, 1.02250003814697, 4.0
242203.7235605, 242204.707013583, 9.10750007629395, 4.0
242205.0234275, 242205.440303833, 8.44750022888184, 4.0
242205.639916708, 242206.00697975, 2.01250028610229, 4.0
242206.340320917, 242207.423661958, 18.1824989318848, 4.0
242207.623507083, 242207.940414917, 0.115000247955322, 4.0
242208.190484292, 242208.89065125, 17.1925010681152, 4.0
242209.040259, 242209.740676083, 24.0399990081787, 4.0
242210.807314833, 242212.124100167, 10.0150003433228, 4.0
242212.25705675, 242212.557489875, 6.38500022888184, 4.0
242212.673790208, 242213.424196292, 17.0275001525879, 4.0
242214.307469, 242214.424214042, -5.0, 4.0
242214.5075445, 242214.591083917, -5.0, 4.0
242214.740948, 242214.8562605, -5.0, 4.0
242215.507639875, 242216.49112425, 12.4074993133545, 4.0
242216.70733275, 242217.12441075, 0.279999732971191, 4.0
242217.307374708, 242217.941105833, 13.2325000762939, 4.0
242218.207467708, 242219.057639708, 24.0399990081787, 4.0
242219.907947167, 242220.340941083, 1.02250003814697, 4.0
242220.624473917, 242221.541319167, 14.4699993133545, 4.0
242221.707777375, 242222.108101542, 14.0574989318848, 4.0
242222.241040208, 242222.841405125, 8.52999973297119, 4.0
242224.541731708, 242224.624753625, 100.0, 1.0
242224.541731708, 242225.608297458, 2.17750024795532, 4.0
242225.92476975, 242226.708326042, 15.2124996185303, 4.0
242226.874724875, 242227.558381, 17.1100006103516, 4.0
242227.741319833, 242228.375153708, 13.0675010681152, 4.0
242228.908486875, 242229.691809833, 17.0275001525879, 4.0
go out for some pizza and beer, 30, false, 31
242600.799506208, 242601.516383917, 6.05500030517578, 4.0
242601.732642625, 242602.9996815, 13.0675010681152, 4.0
242603.732954792, 242603.815130917, -5.0, 4.0
242603.916566333, 242603.965041625, -5.0, 4.0
242604.532977833, 242605.182957958, 15.2124996185303, 4.0
242605.316122417, 242605.949973292, 20.0799999237061, 4.0
242606.1829175, 242607.183212542, 21.0700016021729, 4.0
242608.049982333, 242608.766823708, 7.04500007629395, 4.0
242608.999737208, 242609.816860917, 15.0475006103516, 4.0
242609.999759333, 242610.55011875, 17.0275001525879, 4.0
242611.60032175, 242612.51682675, 18.0174999237061, 4.0
242612.716694333, 242613.383662583, 13.1499996185303, 4.0
242613.633377083, 242614.150530708, 14.0574989318848, 4.0
242614.333449208, 242615.183450667, 5.55999946594238, 4.0
242616.21727775, 242617.083912875, 14.1399993896484, 4.0
242617.26696125, 242617.784083833, 9.27250003814697, 4.0
242617.96696325, 242618.734065833, 23.0500011444092, 4.0
242618.833663708, 242619.634126625, 23.1325016021729, 4.0
242619.783812042, 242620.151028042, 3.33249950408936, 4.0
242621.084192833, 242621.417623042, 2.25999975204468, 4.0
242621.600603833, 242622.367711375, 11.0050010681152, 4.0
242622.600733333, 242623.151152083, 5.14750003814697, 4.0
242623.93436475, 242625.767889, 5.06500053405762, 4.0
242626.051080208, 242626.38457425, 6.46749973297119, 4.0
242626.584298083, 242626.951474042, 5.06500053405762, 4.0
242627.234292458, 242628.083239792, 16.2024993896484, 4.0
242629.034605542, 242629.133406875, -5.0, 4.0
242629.234620625, 242629.318223, -5.0, 4.0
242629.434927625, 242629.53461025, -5.0, 4.0
242629.8346735, 242629.933468333, -5.0, 4.0
pay off a mortgage for a house, 29, false, 32
242637.185334792, 242638.185334, 17.1100006103516, 4.0
242638.401837292, 242638.718497542, 4.23999977111816, 4.0
242638.918398917, 242639.868532, 21.4825000762939, 4.0
242640.502090042, 242640.617580625, -5.0, 4.0
242640.685656, 242640.800919417, -5.0, 4.0
242641.018802417, 242641.102108292, -5.0, 4.0
242641.2354325, 242641.335459917, -5.0, 4.0
242641.585582167, 242641.685473792, -5.0, 4.0
242642.185615208, 242643.202410958, 14.3049983978271, 4.0
242643.352026542, 242643.818992625, 3.16750049591064, 4.0
242643.968690667, 242644.319160125, 5.06500053405762, 4.0
242645.235763583, 242645.585567542, -0.0499997138977051, 4.0
242646.369224708, 242647.119376542, 11.2525005340576, 4.0
242647.285556292, 242647.869416458, 13.0675010681152, 4.0
242648.068994042, 242649.302661375, 16.1199989318848, 4.0
242649.786055083, 242651.486267167, 17.2749996185303, 4.0
242651.669226958, 242652.086197625, 5.14750003814697, 4.0
242652.26935225, 242652.502899792, 1.26999998092651, 4.0
242652.685960042, 242653.06964625, 5.39499950408936, 4.0
242653.28599525, 242653.736279583, 6.13749980926514, 4.0
242654.769730125, 242655.25332625, 6.22000026702881, 4.0
242655.402794917, 242656.019806917, 13.0675010681152, 4.0
242656.169458625, 242656.73626, 18.2649993896484, 4.0
242657.686677333, 242658.019941792, 2.09500026702881, 4.0
242658.603164625, 242659.720076625, 8.03500080108643, 4.0
242659.886440458, 242660.453596583, 13.1499996185303, 4.0
242660.603038458, 242661.270154958, 17.0275001525879, 4.0
242661.636619542, 242662.370179042, 17.3575000762939, 4.0
242662.569911958, 242662.953583208, 4.15750026702881, 4.0
so you think you deserve a raise, 28, false, 33
242665.270389583, 242666.470490167, 18.1000003814697, 4.0
242666.787198083, 242667.820565458, 14.2224998474121, 4.0
242668.870323208, 242668.986922125, -5.0, 4.0
242669.453806875, 242670.771080708, 23.1325016021729, 4.0
242671.154162875, 242671.870992167, 12.1599998474121, 4.0
242672.03724025, 242672.687435875, 19.0900001525879, 4.0
242673.5210745, 242675.437918375, 19.1725006103516, 4.0
242675.637655875, 242676.370891583, 9.10750007629395, 4.0
242676.621143875, 242676.937904583, 8.28250026702881, 4.0
242677.10421575, 242677.687985042, 12.1599998474121, 4.0
242677.85426025, 242678.321261125, 10.0975008010864, 4.0
242679.338022875, 242680.20476575, 24.2875003814697, 4.0
242680.42119875, 242681.204850125, 13.4799995422363, 4.0
242681.3379645, 242682.038227208, 18.0174999237061, 4.0
242683.021678042, 242683.45493075, 4.32250022888184, 4.0
242683.638009167, 242683.988194917, 4.32250022888184, 4.0
242684.154651583, 242685.138294875, 17.1925010681152, 4.0
242685.338072833, 242685.688485125, 4.32250022888184, 4.0
242685.821511208, 242686.538340542, 15.0475006103516, 4.0
242686.704814125, 242687.305236208, 20.0799999237061, 4.0
242687.504933542, 242687.805242875, 4.23999977111816, 4.0
242688.722152542, 242688.988667375, 1.02250003814697, 4.0
242689.538500208, 242691.105575458, 16.2024993896484, 4.0
242691.338508083, 242691.622253417, 0.0325002670288086, 4.0
242691.821867792, 242692.422235417, 11.0050010681152, 4.0
242692.955577208, 242693.972299, 15.0475006103516, 4.0
242694.23897025, 242694.522370375, 6.46749973297119, 4.0
242695.887740292, 242696.005683292, -5.0, 4.0
what goes up must come down, 26, false, 34
242697.972882833, 242698.922528333, 22.3074989318848, 4.0
242699.172675833, 242701.256156958, 8.11750030517578, 4.0
242701.556140417, 242701.83953775, 3.25, 4.0
242702.055976958, 242703.00621575, 17.2749996185303, 4.0
242703.773031, 242703.871928208, -5.0, 4.0
242704.422975708, 242705.756495333, 8.44750022888184, 4.0
242706.156508458, 242706.923154167, 14.1399993896484, 4.0
242707.489857917, 242708.156653833, 5.14750003814697, 4.0
242708.422928875, 242709.256786333, 17.1100006103516, 4.0
242710.340061917, 242711.556912333, 20.1625003814697, 4.0
242711.80687225, 242712.606894667, 16.2849998474121, 4.0
242713.223603375, 242713.338981375, -5.0, 4.0
242713.973682667, 242714.823823083, 13.0675010681152, 4.0
242715.07352, 242715.840436792, 20.0799999237061, 4.0
242716.073549542, 242716.957192792, 18.0174999237061, 4.0
242717.123575542, 242717.657164417, 20.0799999237061, 4.0
242718.324148583, 242718.43933225, -5.0, 4.0
242719.223991625, 242719.590615667, 3.00250053405762, 4.0
242719.807090458, 242720.3909175, 14.3049983978271, 4.0
242720.557102958, 242721.007413208, 12.0774993896484, 4.0
242721.207119917, 242721.540740875, 6.05500030517578, 4.0
242722.541016875, 242723.174303083, 6.22000026702881, 4.0
242723.474006958, 242724.174195458, 13.1499996185303, 4.0
242724.407312708, 242725.224314375, 20.0799999237061, 4.0
242725.45737075, 242725.957673833, 11.0050010681152, 4.0
242727.156473167, 242727.256536, -5.0, 4.0
the trains are always late, 24, false, 35
242730.691527125, 242731.441458792, 20.0799999237061, 4.0
242731.591175208, 242731.95817375, 9.10750007629395, 4.0
242732.141187542, 242732.541495167, 4.23999977111816, 4.0
242733.358257208, 242734.941717292, 20.3274993896484, 4.0
242735.27513, 242736.158461958, 16.2849998474121, 4.0
242736.408136958, 242736.875197958, 1.51750040054321, 4.0
242737.375199583, 242737.975101292, 11.2525005340576, 4.0
242738.158543542, 242738.775365417, 12.0774993896484, 4.0
242739.075326, 242739.958607417, 17.1100006103516, 4.0
242740.942132708, 242741.0408185, -5.0, 4.0
242741.492261333, 242741.842200208, 3.16750049591064, 4.0
242742.075182708, 242742.858887667, 17.0275001525879, 4.0
242743.108566583, 242743.525384, 5.06500053405762, 4.0
242744.125779667, 242744.241152208, -5.0, 4.0
242744.69243375, 242745.225679333, 3.00250053405762, 4.0
242745.458793917, 242745.992507667, 11.2525005340576, 4.0
242746.175409167, 242746.94273675, 20.1625003814697, 4.0
242747.192261708, 242747.609171042, 1.02250003814697, 4.0
242747.775578667, 242748.592646667, 24.0399990081787, 4.0
242748.875947292, 242749.742727208, 17.1100006103516, 4.0
242750.942845458, 242751.842786125, 13.0675010681152, 4.0
242752.092551, 242752.476124042, 1.10500001907349, 4.0
242752.759161542, 242753.392800375, 18.1000003814697, 4.0
242753.592583542, 242753.976253583, 3.08500003814697, 4.0
rain rain go away, 29, false, 36
242756.426431333, 242758.16038275, 16.0375003814697, 4.0
242758.493309458, 242758.859809125, 3.16750049591064, 4.0
242759.1762825, 242759.576576083, 10.0150003433228, 4.0
242759.776302833, 242760.393381042, 10.2624998092651, 4.0
242761.393390375, 242761.508880292, -5.0, 4.0
242761.560135333, 242761.675467583, -5.0, 4.0
242761.74349025, 242761.860367292, -5.0, 4.0
242761.943426542, 242762.058898875, -5.0, 4.0
242762.143368458, 242762.275448292, -5.0, 4.0
242762.610120333, 242762.742313292, -5.0, 4.0
242762.860182542, 242762.975571917, -5.0, 4.0
242763.193559, 242763.308950042, -5.0, 4.0
242763.376921083, 242763.510502083, -5.0, 4.0
242763.610181333, 242763.708950708, -5.0, 4.0
242765.026939375, 242767.560290208, 17.1100006103516, 4.0
242767.810202667, 242768.160488083, 2.42499971389771, 4.0
242768.32681925, 242768.743778917, 9.02500057220459, 4.0
242768.910208417, 242769.427274042, 11.0874996185303, 4.0
242770.244088083, 242770.37607125, -5.0, 4.0
242770.444067042, 242770.559321125, -5.0, 4.0
242771.110798667, 242772.3775905, 7.78749942779541, 4.0
242772.593864208, 242773.110838917, 15.3775005340576, 4.0
242773.694190917, 242773.794079542, -5.0, 4.0
242773.877642125, 242773.961052333, -5.0, 4.0
242774.144330417, 242774.242942375, -5.0, 4.0
242774.827671833, 242775.227645417, 2.01250028610229, 4.0
242775.427341792, 242776.344419, 20.1625003814697, 4.0
242776.577458, 242776.894238583, -0.875, 4.0
242777.060964125, 242777.759908875, 23.2150001525879, 4.0
important for political parties, 28, false, 37
242782.461476625, 242782.87825025, 8.03500080108643, 4.0
242783.061144125, 242783.661519042, 13.1499996185303, 4.0
242783.91123125, 242784.528254042, 16.0375003814697, 4.0
242784.711243375, 242785.361645542, 14.0574989318848, 4.0
242785.59466375, 242786.5785685, 18.0174999237061, 4.0
242786.945088875, 242788.078565375, 20.1625003814697, 4.0
242788.311617167, 242788.728604667, 4.07499980926514, 4.0
242788.96167525, 242789.528721875, 11.0874996185303, 4.0
242789.828655542, 242790.628730958, 17.1100006103516, 4.0
242791.495314583, 242792.162128125, 5.06500053405762, 4.0
242792.295093375, 242792.99530475, 16.2024993896484, 4.0
242793.161811833, 242793.762316292, 18.3474998474121, 4.0
242794.662338542, 242796.145727083, 17.1100006103516, 4.0
242796.32868, 242797.062399792, 12.0774993896484, 4.0
242797.228779958, 242797.762490375, 12.3249988555908, 4.0
242797.912107458, 242798.39581725, 9.02500057220459, 4.0
242798.678949917, 242800.045941083, 18.1824989318848, 4.0
242800.212328542, 242800.646042917, 9.27250003814697, 4.0
242800.812344083, 242801.262557708, 5.3125, 4.0
242801.429159708, 242801.746082792, 3.25, 4.0
242801.962524, 242802.846214167, 12.0774993896484, 4.0
242803.76322, 242804.962905375, 15.1300010681152, 4.0
242805.246050417, 242805.6463205, 0.115000247955322, 4.0
242805.829389625, 242808.663166292, 16.1199989318848, 4.0
242809.446596333, 242811.696987167, 22.3074989318848, 4.0
242811.980008083, 242812.346808, 8.19999980926514, 4.0
242812.579865917, 242812.963431083, 4.48750019073486, 4.0
242813.146773833, 242814.11338375, 17.1925010681152, 4.0
the first time he tried to swim, 49, false, 38
242818.130932042, 242819.130476, 19.0075016021729, 4.0
242819.413819625, 242820.330705792, 8.03500080108643, 4.0
242820.480279542, 242820.830787208, 4.07499980926514, 4.0
242821.530693083, 242822.180912708, 5.23000049591064, 4.0
242822.313770042, 242822.680687417, 7.21000003814697, 4.0
242822.830353958, 242823.497622083, 17.0275001525879, 4.0
242823.647108042, 242824.081, 14.0574989318848, 4.0
242824.247174417, 242824.930961833, 15.2124996185303, 4.0
242825.880972792, 242826.013050125, -5.0, 4.0
242826.064307583, 242826.179725458, -5.0, 4.0
242826.247636458, 242826.362897333, -5.0, 4.0
242826.447605042, 242826.547657583, -5.0, 4.0
242826.647622875, 242826.779713667, -5.0, 4.0
242826.948110083, 242827.047608375, -5.0, 4.0
242827.214275333, 242827.346595292, -5.0, 4.0
242827.547744417, 242827.664260083, -5.0, 4.0
242827.766789542, 242827.881026292, -5.0, 4.0
242827.981187542, 242828.097666917, -5.0, 4.0
242828.464424958, 242828.563138042, -5.0, 4.0
242828.664402583, 242828.797671833, -5.0, 4.0
242828.847760792, 242828.981155417, -5.0, 4.0
242829.031476625, 242829.164478167, -5.0, 4.0
242829.214470917, 242829.347796458, -5.0, 4.0
242829.597928292, 242829.781086208, 100.0, 1.0
242829.397823708, 242830.247937583, -5.0, 4.0
242830.297802167, 242832.281491333, 7.04500007629395, 4.0
242832.531130917, 242832.948181, 7.21000003814697, 4.0
242833.114390458, 242833.797964833, 18.0174999237061, 4.0
242833.897957917, 242834.214922375, 14.2224998474121, 4.0
242834.46448775, 242836.231696833, 16.0375003814697, 4.0
242837.06502, 242837.181665875, -5.0, 4.0
242837.248442458, 242837.38053625, -5.0, 4.0
242837.731829, 242838.781873625, 19.0075016021729, 4.0
242838.914758667, 242839.515161833, 8.11750030517578, 4.0
242839.614772292, 242840.048555875, 13.4799995422363, 4.0
242840.181615708, 242840.548551458, 8.28250026702881, 4.0
242841.581973875, 242842.898763042, 8.03500080108643, 4.0
242843.065117958, 242843.548862125, 5.06500053405762, 4.0
242844.415602292, 242846.365630083, 20.3274993896484, 4.0
242846.565583917, 242847.84906925, 19.1725006103516, 4.0
242848.0487505, 242848.432415375, 8.28250026702881, 4.0
242848.582053417, 242848.882427958, 6.13749980926514, 4.0
242849.115656708, 242849.51595425, 6.30249977111816, 4.0
242850.382569583, 242851.765900167, 16.7800006866455, 4.0
242851.982360917, 242852.599521333, 14.2224998474121, 4.0
242853.449430125, 242854.932720792, 16.9450016021729, 4.0
242855.132647542, 242855.933028417, 24.3699989318848, 4.0
242856.099376208, 242856.64969375, 10.1800003051758, 4.0
242856.76605375, 242857.216196917, 11.0050010681152, 4.0
do you prefer a window seat, 27, false, 39
242862.166699042, 242862.60004025, 5.3125, 4.0
242862.766455417, 242863.416734917, 15.0475006103516, 4.0
242863.95016725, 242865.083534625, 24.1224994659424, 4.0
242865.316814208, 242866.116931208, 15.1300010681152, 4.0
242866.3835625, 242867.300340792, 19.1725006103516, 4.0
242868.134117667, 242869.250556667, 15.1300010681152, 4.0
242869.48352575, 242870.133888833, 19.0900001525879, 4.0
242870.316772542, 242870.717058917, 4.07499980926514, 4.0
242870.883507208, 242871.350857667, 6.13749980926514, 4.0
242871.583667875, 242871.950844167, 5.14750003814697, 4.0
242872.183780708, 242873.234060542, 17.1925010681152, 4.0
242874.117457583, 242874.317452208, -0.957499980926514, 4.0
242874.984122917, 242876.601116375, 22.1424999237061, 4.0
242876.801025667, 242877.317713958, 6.22000026702881, 4.0
242877.434015958, 242878.051127167, 16.1199989318848, 4.0
242879.534604958, 242879.600974, 100.0, 1.0
242879.534604958, 242881.034599417, 20.1625003814697, 4.0
242881.3514, 242881.834623708, 10.0975008010864, 4.0
242882.001036917, 242882.48468925, 14.1399993896484, 4.0
242882.767794292, 242883.168116042, 4.07499980926514, 4.0
242883.384561833, 242885.034937333, 14.0574989318848, 4.0
242885.318236167, 242886.051676625, 22.1424999237061, 4.0
242887.03495625, 242888.302148958, 19.0075016021729, 4.0
242888.484788542, 242888.968502042, 4.23999977111816, 4.0
242889.168187792, 242889.518534042, -0.544999599456787, 4.0
242889.75156275, 242890.635167417, 19.0075016021729, 4.0
242891.518507583, 242891.634025417, -5.0, 4.0
well connected with people, 29, false, 40
242895.3688705, 242896.285626208, 23.0500011444092, 4.0
242896.502394167, 242896.968935167, 5.23000049591064, 4.0
242897.218759375, 242897.752483458, 14.0574989318848, 4.0
242897.935419, 242898.535719875, 11.0874996185303, 4.0
242899.352709708, 242899.919270167, 3.00250053405762, 4.0
242900.1354755, 242901.052597042, 13.0675010681152, 4.0
242901.235577208, 242901.935932167, 12.3249988555908, 4.0
242902.118976333, 242902.719308458, 15.0475006103516, 4.0
242902.935700458, 242903.419497583, 5.06500053405762, 4.0
242903.735867417, 242904.202752792, 5.06500053405762, 4.0
242904.535928667, 242905.752988667, 19.1725006103516, 4.0
242905.95265675, 242906.402645792, 5.14750003814697, 4.0
242906.552522458, 242906.902895958, 5.3125, 4.0
242907.819615667, 242907.93630475, -5.0, 4.0
242908.53645825, 242909.936553125, 22.2250003814697, 4.0
242910.219836625, 242910.636575167, 8.19999980926514, 4.0
242910.869640083, 242911.319909125, 13.4799995422363, 4.0
242911.469575958, 242914.770104625, 10.1800003051758, 4.0
242916.220219833, 242916.286833333, 100.0, 1.0
242916.220219833, 242917.537336333, 22.1424999237061, 4.0
242917.837059833, 242918.287084292, 8.11750030517578, 4.0
242918.520333083, 242919.137185958, 19.2550010681152, 4.0
242919.353701708, 242919.920487333, 9.02500057220459, 4.0
242920.903870708, 242921.604001417, 16.0375003814697, 4.0
242921.820344125, 242922.17078175, 5.23000049591064, 4.0
242922.286934875, 242922.820554083, 14.3874988555908, 4.0
242922.970371917, 242923.42066, 17.0275001525879, 4.0
242923.637044208, 242924.237509917, 13.3975009918213, 4.0
242924.420555833, 242924.720884958, 4.07499980926514, 4.0
time to go shopping, 20, false, 41
243182.004356875, 243182.938188958, 21.1525001525879, 4.0
243183.120884917, 243183.671231083, 8.19999980926514, 4.0
243183.837516792, 243184.337893125, 12.4074993133545, 4.0
243184.504201875, 243184.97125575, 6.05500030517578, 4.0
243185.804585042, 243186.95466675, 22.2250003814697, 4.0
243187.154553542, 243188.404719167, 16.0375003814697, 4.0
243189.338127625, 243190.004947542, 5.23000049591064, 4.0
243190.154497792, 243191.021568583, 16.2849998474121, 4.0
243191.804974458, 243191.920347542, -5.0, 4.0
243191.971653375, 243192.087111792, -5.0, 4.0
243192.171955417, 243192.270412042, -5.0, 4.0
243192.838473833, 243193.738478, 18.0174999237061, 4.0
243193.871407542, 243194.30518275, 6.30249977111816, 4.0
243194.488216833, 243195.471948625, 12.3249988555908, 4.0
243195.588323875, 243196.588609833, 14.1399993896484, 4.0
243196.704911792, 243197.472002792, 14.1399993896484, 4.0
243197.788718083, 243198.272115375, 9.19000053405762, 4.0
243198.405083083, 243198.922209792, 14.0574989318848, 4.0
243199.055128125, 243199.555493083, 8.03500080108643, 4.0
243200.405145167, 243200.471786375, -5.0, 4.0
the postal service is very slow, 29, false, 42
243202.655490625, 243203.655883292, 20.0799999237061, 4.0
243203.838938833, 243204.289181833, 9.27250003814697, 4.0
243204.438853, 243204.788988333, 1.1875, 4.0
243205.656172708, 243206.789420333, 15.0475006103516, 4.0
243206.955702083, 243207.572695583, 14.1399993896484, 4.0
243207.755738167, 243208.722782125, 17.2749996185303, 4.0
243208.872376, 243209.4063485, 18.2649993896484, 4.0
243209.589227042, 243209.922958792, 1.26999998092651, 4.0
243210.07255575, 243210.556342167, 11.0050010681152, 4.0
243211.756483042, 243213.139766167, 17.1925010681152, 4.0
243213.322731667, 243213.673239542, 3.16750049591064, 4.0
243213.839419542, 243214.872977583, 17.1100006103516, 4.0
243215.089463333, 243215.873295458, 22.0599994659424, 4.0
243216.039608167, 243216.473090792, 9.10750007629395, 4.0
243216.623006833, 243216.889963625, 5.06500053405762, 4.0
243217.089709125, 243217.406682208, 6.05500030517578, 4.0
243218.223530333, 243218.990153708, 10.1800003051758, 4.0
243219.123136, 243219.823557875, 15.0475006103516, 4.0
243220.373419125, 243220.490189, -5.0, 4.0
243221.123606708, 243222.373684958, 20.0799999237061, 4.0
243222.523307125, 243222.92370675, 7.04500007629395, 4.0
243223.090038375, 243223.773818, 18.0174999237061, 4.0
243223.940124333, 243224.840465083, 24.1224994659424, 4.0
243225.723887292, 243227.09072175, 18.0174999237061, 4.0
243227.240319542, 243227.724046125, 12.2424983978271, 4.0
243227.923643708, 243229.207527458, 15.0475006103516, 4.0
243229.407065333, 243230.374017625, 20.3274993896484, 4.0
243231.38957175, 243231.474181625, -5.0, 4.0
243231.84090425, 243231.939619417, -5.0, 4.0
the location of the crime, 22, false, 43
243236.874666417, 243237.724755708, 17.1100006103516, 4.0
243237.891107833, 243238.324593958, 9.10750007629395, 4.0
243238.474385708, 243238.808021167, 3.00250053405762, 4.0
243239.558163417, 243240.491649542, 11.0050010681152, 4.0
243240.691259667, 243241.874948583, 14.3049983978271, 4.0
243242.091379, 243242.641844958, 5.14750003814697, 4.0
243242.85804825, 243243.175079583, 2.01250028610229, 4.0
243243.391515042, 243244.575192875, 18.1000003814697, 4.0
243244.741588, 243245.125143958, 7.29250049591064, 4.0
243245.274853042, 243246.291864, 16.2849998474121, 4.0
243246.475101917, 243247.008646583, 14.2224998474121, 4.0
243247.958787333, 243250.45878725, 14.2224998474121, 4.0
243250.72521, 243251.125632708, 6.13749980926514, 4.0
243252.242259625, 243253.8257065, 20.1625003814697, 4.0
243254.058889958, 243254.8758175, 8.03500080108643, 4.0
243255.092180583, 243255.4591855, 4.07499980926514, 4.0
243256.209190375, 243257.00926025, 2.01250028610229, 4.0
243257.30923275, 243258.375892625, 16.0375003814697, 4.0
243258.559117333, 243258.942978083, 8.36499977111816, 4.0
243259.10900525, 243259.55922025, 13.0675010681152, 4.0
243259.792508792, 243260.226257375, 5.23000049591064, 4.0
243261.358371042, 243261.442771, -5.0, 4.0
get your priorities in order, 26, false, 44
243266.409866625, 243266.909818708, 7.29250049591064, 4.0
243267.059570792, 243267.359747708, 3.16750049591064, 4.0
243267.5096115, 243268.293347792, 17.1925010681152, 4.0
243268.976646958, 243269.075455667, -5.0, 4.0
243269.143463042, 243269.242065042, -5.0, 4.0
243269.64342725, 243270.910080375, 22.0599994659424, 4.0
243271.05988425, 243271.8103725, 13.0675010681152, 4.0
243271.9432465, 243272.560308208, 19.0900001525879, 4.0
243272.676791, 243274.260392625, 17.1925010681152, 4.0
243275.077173083, 243275.91052575, 14.1399993896484, 4.0
243276.076910792, 243277.193915792, 19.1725006103516, 4.0
243277.393586125, 243277.994158583, 11.0050010681152, 4.0
243278.227023958, 243279.593906292, 14.1399993896484, 4.0
243279.760427917, 243280.910832667, 16.1199989318848, 4.0
243281.143958958, 243281.760864458, 11.2525005340576, 4.0
243282.110893042, 243283.294330708, 17.0275001525879, 4.0
243283.460603292, 243284.094399458, 9.02500057220459, 4.0
243284.260702125, 243284.627730375, 0.610000133514404, 4.0
243284.794120083, 243285.660890458, 16.1199989318848, 4.0
243286.594623417, 243287.227964542, 6.05500030517578, 4.0
243287.361001083, 243288.594661, 13.0675010681152, 4.0
243289.527952542, 243291.378283583, 14.0574989318848, 4.0
243291.577835917, 243292.394979375, 17.0275001525879, 4.0
243292.644625292, 243293.128287333, 3.16750049591064, 4.0
243293.378056167, 243293.795000083, 5.06500053405762, 4.0
243294.011552167, 243294.995032667, 18.1000003814697, 4.0
the bathroom is good for reading, 31, false, 45
243300.545435625, 243301.445529583, 20.1625003814697, 4.0
243301.695144417, 243302.078910083, 8.36499977111816, 4.0
243302.261916417, 243302.728905375, 6.22000026702881, 4.0
243303.379022333, 243303.845800042, 3.00250053405762, 4.0
243304.045386667, 243304.345677583, 2.01250028610229, 4.0
243304.562044167, 243305.49579975, 18.0174999237061, 4.0
243305.695538208, 243306.862584708, 7.21000003814697, 4.0
243307.2791845, 243308.595894958, 16.1199989318848, 4.0
243308.762283917, 243309.612750292, 12.1599998474121, 4.0
243309.796020208, 243310.412407125, 14.0574989318848, 4.0
243310.662450583, 243311.162769917, 12.1599998474121, 4.0
243312.09632375, 243312.763, 7.12750053405762, 4.0
243312.912560167, 243313.612833792, 18.1000003814697, 4.0
243314.313035625, 243315.0464515, 6.22000026702881, 4.0
243315.312721042, 243316.029704292, 13.2325000762939, 4.0
243316.212834708, 243316.646493042, 13.5625, 4.0
243316.9295995, 243317.363116, 5.39499950408936, 4.0
243318.180161792, 243318.763276125, 7.04500007629395, 4.0
243318.979709208, 243319.596804708, 13.1499996185303, 4.0
243319.94639025, 243320.54680525, 5.06500053405762, 4.0
243321.596845417, 243321.946699583, 100.0, 1.0
243321.596845417, 243323.096998833, 8.11750030517578, 4.0
243323.379978792, 243323.846986042, 12.1599998474121, 4.0
243324.013333833, 243324.630405208, 18.2649993896484, 4.0
243325.447125542, 243326.697220417, 18.1000003814697, 4.0
243326.947065167, 243327.39720125, 4.15750026702881, 4.0
243327.797053042, 243328.080638708, 4.15750026702881, 4.0
243328.430447042, 243329.013857917, 7.21000003814697, 4.0
243329.297026917, 243329.7975105, 10.1800003051758, 4.0
243329.99713275, 243330.597371542, 12.1599998474121, 4.0
243330.797130792, 243331.380847917, 7.12750053405762, 4.0
you must be getting old, 23, false, 46
243336.3978255, 243337.514513375, 25.3600006103516, 4.0
243337.647883958, 243338.231379833, 16.0375003814697, 4.0
243338.3311, 243338.847964125, 20.0799999237061, 4.0
243339.547871333, 243340.114729708, 12.2424983978271, 4.0
243340.247690333, 243340.814710042, 23.3800010681152, 4.0
243341.06475775, 243342.081531917, 18.1824989318848, 4.0
243342.181147542, 243342.581381083, 16.0375003814697, 4.0
243343.331517708, 243343.447030417, -5.0, 4.0
243343.715065, 243344.181631958, 7.04500007629395, 4.0
243344.24809625, 243344.448045333, 2.17750024795532, 4.0
243346.231666667, 243346.330424458, -5.0, 4.0
243346.398597333, 243346.497385125, -5.0, 4.0
243346.881804792, 243347.715181417, 6.05500030517578, 4.0
243347.998241167, 243348.298764042, 3.00250053405762, 4.0
243348.464914792, 243349.498495792, 18.1824989318848, 4.0
243349.614967417, 243350.165321875, 20.1625003814697, 4.0
