questioning the wisdom of the courts, 0, false, 1
questioning the wisdom of the courts, 148, false, 1
302051.993711792, 302052.359605292, -5.0, 4.0
302052.410708, 302052.677559875, 22.0599994659424, 4.0
302052.860925792, 302052.910960333, 100.0, 1.0
302052.827403625, 302053.242906458, -5.0, 4.0
302053.310794333, 302053.394057708, 100.0, 1.0
302053.310794333, 302053.642997875, -5.0, 4.0
302053.794185667, 302053.894332083, 100.0, 1.0
302053.794185667, 302054.126318625, -5.0, 4.0
302054.544192042, 302054.910948292, 1.26999998092651, 4.0
302055.29447275, 302056.211106292, 16.0375003814697, 4.0
302056.377465833, 302057.061223875, 12.1599998474121, 4.0
302057.310906542, 302058.22782425, 17.0275001525879, 4.0
302058.394280125, 302058.911255833, 7.21000003814697, 4.0
302059.1612125, 302060.02802175, 17.2749996185303, 4.0
302060.16101175, 302061.127997167, 20.0799999237061, 4.0
302062.293392208, 302062.393386958, -5.0, 4.0
i will meet you at noon, 83, false, 16
302066.795036917, 302067.311750625, 10.1800003051758, 4.0
302067.645137167, 302069.078645083, 22.3899993896484, 4.0
302069.26179425, 302069.778389375, 100.0, 1.0
302069.161649875, 302070.060825625, -5.0, 4.0
302070.411843708, 302071.060851333, 9.02500057220459, 4.0
302071.995457708, 302072.795566292, 20.0799999237061, 4.0
302072.961823292, 302073.512268708, 13.3150005340576, 4.0
302073.79557275, 302074.179089917, 10.5100002288818, 4.0
302074.34532275, 302074.730434958, 13.0675010681152, 4.0
302075.545550417, 302075.644294167, -5.0, 4.0
302075.729102125, 302075.811089708, -5.0, 4.0
302075.895882042, 302075.994277583, -5.0, 4.0
302076.045595292, 302076.144408917, -5.0, 4.0
302076.195668042, 302076.294158875, -0.875, 4.0
302076.362407708, 302076.477828, -0.957499980926514, 4.0
302076.545634792, 302076.644413, -5.0, 4.0
302076.712304, 302076.827788542, -0.627500057220459, 4.0
302076.929110667, 302077.02814325, -0.875, 4.0
302077.112385667, 302077.194418125, -5.0, 4.0
302077.329204, 302077.411126875, -5.0, 4.0
302077.578936208, 302077.677788292, -5.0, 4.0
302077.779078375, 302077.861074583, -5.0, 4.0
302077.97895525, 302078.044463208, -5.0, 4.0
302079.394569292, 302080.312649917, 12.3249988555908, 4.0
302080.712698083, 302081.196080125, 4.07499980926514, 4.0
302081.545830292, 302082.06281225, 3.00250053405762, 4.0
302082.295904292, 302083.745965, 19.0900001525879, 4.0
302084.412951333, 302084.512772083, 100.0, 1.0
302084.346089833, 302084.7618375, -5.0, 4.0
302084.946310167, 302085.046279083, 100.0, 1.0
302084.946310167, 302085.295118292, -5.0, 4.0
302085.596445, 302086.263092125, 14.0574989318848, 4.0
302086.563046958, 302086.946612667, 2.25999975204468, 4.0
302087.296636375, 302087.646420625, 4.07499980926514, 4.0
302087.963128708, 302088.629870958, 20.0799999237061, 4.0
302089.429835375, 302089.512070417, -5.0, 4.0
302090.730040167, 302091.478773542, 24.0399990081787, 4.0
302092.380052917, 302092.44666075, 100.0, 1.0
302092.346632958, 302092.64541725, -5.0, 4.0
302092.830085917, 302093.613627792, 27.5875015258789, 4.0
302093.94696325, 302094.446808917, 16.3674983978271, 4.0
302094.830274083, 302095.546927375, 5.23000049591064, 4.0
302095.730168208, 302095.862416292, -5.0, 4.0
302096.5137355, 302096.58013775, 100.0, 1.0
302096.46368075, 302096.87919625, -5.0, 4.0
302097.21364325, 302098.11391625, 27.0925025939941, 4.0
302098.397138708, 302099.013961333, 13.0675010681152, 4.0
302100.030458625, 302100.129245917, -5.0, 4.0
302100.214152, 302100.312632042, -5.0, 4.0
302100.380649542, 302100.479208708, -5.0, 4.0
302100.54719925, 302100.646012042, -5.0, 4.0
302100.6974265, 302100.812903417, -5.0, 4.0
302100.864164375, 302100.962854708, -5.0, 4.0
302101.047163, 302101.146082625, -5.0, 4.0
302101.214041583, 302101.295948583, -5.0, 4.0
302102.646116833, 302102.74614425, -5.0, 4.0
302103.56401075, 302103.979720917, -5.0, 4.0
302104.447539917, 302104.812953292, -5.0, 4.0
302105.347647625, 302105.464272917, -0.875, 4.0
302108.747879167, 302108.8143595, 100.0, 1.0
302108.696527125, 302109.013326542, -5.0, 4.0
302109.464532583, 302109.947904542, 0.115000247955322, 4.0
302110.198159583, 302111.230028708, 23.2975006103516, 4.0
302111.514712167, 302111.614502708, 100.0, 1.0
302111.464338583, 302111.829926667, -5.0, 4.0
302112.264835125, 302112.381314333, 100.0, 1.0
302112.264835125, 302112.563591458, -5.0, 4.0
302112.964690292, 302113.464816625, 1.02250003814697, 4.0
302113.798168833, 302114.513465083, 22.6374988555908, 4.0
302115.264834542, 302115.38030125, -5.0, 4.0
302115.44871575, 302115.547108375, -5.0, 4.0
302115.615241333, 302115.713616917, -5.0, 4.0
302115.781804292, 302115.897106333, -5.0, 4.0
302116.081476583, 302116.197264125, -5.0, 4.0
302118.315110542, 302119.1319265, 14.1399993896484, 4.0
302119.431906375, 302119.981986708, 12.4074993133545, 4.0
302120.248356833, 302120.69860775, 14.0574989318848, 4.0
302121.015262667, 302121.665365875, 13.0675010681152, 4.0
302122.747476083, 302122.847553667, -5.0, 4.0
302122.948733875, 302123.015451917, -5.0, 4.0
302123.115347875, 302123.197505, -5.0, 4.0
302123.281998, 302123.380759083, -5.0, 4.0
302123.46538275, 302123.564096875, -5.0, 4.0
sad to hear that news, 27, false, 17
302127.88281575, 302128.63252725, 18.1824989318848, 4.0
302128.899050417, 302129.215862708, 2.01250028610229, 4.0
302129.548965208, 302130.315881792, 3.00250053405762, 4.0
302131.216104208, 302131.314707792, -5.0, 4.0
302131.433051583, 302131.497955917, -5.0, 4.0
302132.166734542, 302133.166144833, 20.2449989318848, 4.0
302133.232531375, 302133.465936, 0.115000247955322, 4.0
302133.565867083, 302135.365031833, 16.4499988555908, 4.0
302135.999610708, 302136.099466417, 100.0, 1.0
302135.932872708, 302136.34835825, -5.0, 4.0
302136.749700833, 302137.666417583, 18.1000003814697, 4.0
302137.916576708, 302138.549799667, 15.2124996185303, 4.0
302139.916614917, 302141.200070875, 6.79749965667725, 4.0
302142.166870292, 302142.249816333, 100.0, 1.0
302142.116741792, 302142.482225417, -5.0, 4.0
302142.799874542, 302143.533496667, 8.03500080108643, 4.0
302143.850131875, 302144.300168583, 4.07499980926514, 4.0
302144.633347208, 302144.983414042, 1.1875, 4.0
302145.283655958, 302145.96701325, 17.1100006103516, 4.0
302148.333719417, 302149.117311667, 20.3274993896484, 4.0
302149.300118, 302150.917466167, 8.03500080108643, 4.0
302151.317225875, 302151.783940167, 3.00250053405762, 4.0
302152.250631833, 302153.150782292, 17.0275001525879, 4.0
302154.45090725, 302155.450905792, 15.2950000762939, 4.0
302155.734021417, 302156.10089175, 7.375, 4.0
302156.417490292, 302157.184230083, 21.0700016021729, 4.0
302157.484325708, 302158.517853208, 20.3274993896484, 4.0
protect your environment, 31, false, 18
302162.63458025, 302163.117964125, 15.0475006103516, 4.0
302163.451402875, 302164.418194583, 16.0375003814697, 4.0
302164.6346955, 302165.218309208, 18.1824989318848, 4.0
302165.601424875, 302165.66804275, 100.0, 1.0
302165.968182875, 302166.068288958, 100.0, 1.0
302165.968182875, 302166.316975792, -5.0, 4.0
302166.501488167, 302167.401700792, 14.1399993896484, 4.0
302167.618401833, 302168.268424667, 20.3274993896484, 4.0
302168.568492042, 302169.05178025, 13.2325000762939, 4.0
302169.234840708, 302170.035133542, 18.0174999237061, 4.0
302170.301859083, 302170.668686042, 7.12750053405762, 4.0
302171.118605, 302171.435230875, 7.12750053405762, 4.0
302171.801941833, 302172.618729667, 16.1199989318848, 4.0
302173.568605833, 302173.650752583, -5.0, 4.0
302173.752038375, 302173.867425292, -5.0, 4.0
302174.902040292, 302175.868973208, 27.3400001525879, 4.0
302176.235611875, 302177.018918333, 13.3150005340576, 4.0
302177.218964375, 302178.135636458, 24.2875003814697, 4.0
302178.602383333, 302180.302475667, 16.0375003814697, 4.0
302182.852656167, 302183.336093542, 7.12750053405762, 4.0
302183.63582925, 302184.502738208, 12.1599998474121, 4.0
302184.819497167, 302186.269450208, 19.0075016021729, 4.0
302186.552639375, 302187.036790333, 9.27250003814697, 4.0
302187.353129708, 302188.503299375, 17.1100006103516, 4.0
302188.753068917, 302189.436645625, 13.1499996185303, 4.0
302189.719721, 302190.319927333, 13.0675010681152, 4.0
302190.603198958, 302191.236768875, 12.2424983978271, 4.0
302191.519892417, 302192.369964042, 4.23999977111816, 4.0
302192.653569667, 302193.353428833, 14.0574989318848, 4.0
302194.48680725, 302194.55327475, -5.0, 4.0
302194.703885583, 302194.785505458, -5.0, 4.0
what a lovely red jacket, 69, false, 19
302200.253833292, 302200.837351417, 24.3699989318848, 4.0
302201.187194375, 302202.870681292, 7.04500007629395, 4.0
302203.420721917, 302203.820641792, 1.02250003814697, 4.0
302204.137470417, 302205.104122083, 19.1725006103516, 4.0
302207.037651292, 302207.354275458, 1.26999998092651, 4.0
302208.138383, 302208.671125792, 10.2624998092651, 4.0
302208.887401542, 302209.387778375, 14.3049983978271, 4.0
302209.654211833, 302210.371228542, 20.1625003814697, 4.0
302210.687922125, 302211.271243958, 9.19000053405762, 4.0
302211.654533917, 302212.588126958, 13.1499996185303, 4.0
302212.73777325, 302213.803582417, 15.4600009918213, 4.0
302214.604759333, 302214.671337583, -5.0, 4.0
302214.771378542, 302214.853540958, -5.0, 4.0
302214.938476417, 302215.036915167, -5.0, 4.0
302215.1047185, 302215.186955292, -5.0, 4.0
302215.254747667, 302215.338217708, -5.0, 4.0
302215.421474917, 302215.520268083, -5.0, 4.0
302215.588122167, 302215.703636417, -5.0, 4.0
302215.754714333, 302215.85350675, -5.0, 4.0
302215.938133375, 302216.020319125, -5.0, 4.0
302216.571600625, 302216.636907417, -5.0, 4.0
302216.721564875, 302216.803639042, -5.0, 4.0
302216.905026833, 302216.954978375, -5.0, 4.0
302217.054995042, 302217.137040917, -5.0, 4.0
302217.2050775, 302217.288236875, -5.0, 4.0
302217.371507083, 302217.470547333, -5.0, 4.0
302217.554991292, 302217.653775792, -5.0, 4.0
302217.721541792, 302217.803880167, -5.0, 4.0
302218.0215225, 302218.120356333, -5.0, 4.0
302218.255037125, 302218.320445792, -5.0, 4.0
302218.438393708, 302218.521855917, -5.0, 4.0
302218.621694875, 302218.686964375, -5.0, 4.0
302218.788333708, 302218.853725667, -5.0, 4.0
302218.988424375, 302219.05379175, -5.0, 4.0
302219.171707, 302219.270582792, -5.0, 4.0
302219.338308208, 302219.420422, -5.0, 4.0
302219.52173775, 302219.60395275, -5.0, 4.0
302219.688310583, 302219.770677542, -5.0, 4.0
302219.838345708, 302219.93723575, -5.0, 4.0
302220.03849875, 302220.137222542, -5.0, 4.0
302220.221916667, 302220.320604792, -5.0, 4.0
302220.388546833, 302220.487278375, -5.0, 4.0
302220.571702458, 302220.653983667, -5.0, 4.0
302220.755232875, 302220.820631667, -5.0, 4.0
302220.955018667, 302221.020620833, -5.0, 4.0
302221.138506083, 302221.220629625, -5.0, 4.0
302221.321939125, 302221.387228792, -5.0, 4.0
302221.871782875, 302221.970544333, -5.0, 4.0
302222.071839958, 302222.137542625, -5.0, 4.0
302222.238626458, 302222.3039625, -5.0, 4.0
302222.4053485, 302222.470711583, -5.0, 4.0
302222.555323083, 302222.654053292, -5.0, 4.0
302222.73877125, 302222.820673625, -5.0, 4.0
302222.921932083, 302223.020815167, -5.0, 4.0
302223.121835542, 302223.203967583, -5.0, 4.0
302223.28863475, 302223.370722333, -5.0, 4.0
302223.488971208, 302223.570761833, -5.0, 4.0
302223.688586375, 302223.770785292, -5.0, 4.0
302223.855342542, 302223.937527792, -5.0, 4.0
302224.022072417, 302224.104011458, -5.0, 4.0
302224.188829542, 302224.270841333, -5.0, 4.0
302224.389117958, 302224.437438167, -5.0, 4.0
302224.5552605, 302224.63751825, -5.0, 4.0
302224.738747458, 302224.820831583, -5.0, 4.0
302224.938857625, 302225.037445542, -5.0, 4.0
302225.122096083, 302225.220607417, -5.0, 4.0
302225.288499875, 302225.403956458, -5.0, 4.0
302225.488916208, 302225.5875145, -5.0, 4.0
302225.6554925, 302225.720763042, -5.0, 4.0
what a lovely red jacket, 40, false, 19
302229.455798667, 302229.972396958, 22.3899993896484, 4.0
302230.205812333, 302230.905873, 7.21000003814697, 4.0
302231.17242225, 302231.5891, 1.02250003814697, 4.0
302231.872514292, 302232.655964625, 21.0700016021729, 4.0
302233.355789, 302233.45465025, -5.0, 4.0
302234.339444375, 302234.606041417, -0.957499980926514, 4.0
302235.4729475, 302236.156224792, 10.0150003433228, 4.0
302236.439298042, 302237.07292875, 14.2224998474121, 4.0
302237.43963625, 302238.406420125, 20.4099998474121, 4.0
302238.789776833, 302239.20651525, 5.14750003814697, 4.0
302239.823063708, 302240.406625375, 10.1800003051758, 4.0
302241.456650917, 302241.789808042, 100.0, 1.0
302242.92311275, 302243.856542375, 100.0, 1.0
302242.92311275, 302244.205485625, -5.0, 4.0
302244.823408417, 302245.806802167, 12.0774993896484, 4.0
302246.056884958, 302246.556904375, 16.3674983978271, 4.0
302246.88988925, 302247.773690375, 27.0100021362305, 4.0
302248.30688275, 302248.856964875, 5.06500053405762, 4.0
302249.040347917, 302249.657068833, 11.2525005340576, 4.0
302250.692900083, 302250.755842542, -5.0, 4.0
302251.373762292, 302251.457087833, -5.0, 4.0
302251.573975708, 302251.63935925, -5.0, 4.0
302251.723656875, 302251.805931333, -5.0, 4.0
302251.87377425, 302251.955986083, -5.0, 4.0
302252.0405005, 302252.122640958, -5.0, 4.0
302252.19046675, 302252.272746417, -5.0, 4.0
302253.47258425, 302253.639320792, -5.0, 4.0
302254.357147333, 302254.806107958, -5.0, 4.0
302255.290687833, 302255.656315208, -5.0, 4.0
302258.190903292, 302259.324431917, 16.0375003814697, 4.0
302259.774449917, 302260.307783125, 5.06500053405762, 4.0
302260.54080275, 302261.841079417, 2.34249973297119, 4.0
302262.6577555, 302262.739869208, -5.0, 4.0
302262.857716833, 302262.924637042, -5.0, 4.0
302263.708020292, 302264.524776542, 11.0050010681152, 4.0
302264.908203583, 302265.174856583, -0.627500057220459, 4.0
302265.508383458, 302265.841433958, 1.02250003814697, 4.0
302266.174896167, 302267.3915525, 11.5825004577637, 4.0
302267.808241958, 302268.541678125, 4.23999977111816, 4.0
302268.8416765, 302269.925147833, 23.2150001525879, 4.0
very reluctant to enter, 34, false, 20
302274.858999375, 302275.892206958, 27.0100021362305, 4.0
302276.125450792, 302276.72534925, 2.25999975204468, 4.0
302277.008747917, 302278.225393792, 18.1824989318848, 4.0
302278.4589425, 302278.9756145, 27.5050010681152, 4.0
302279.425665917, 302279.575642083, -3.0200001001358, 4.0
302280.425677333, 302280.509123667, 100.0, 1.0
302280.425677333, 302280.525595583, 100.0, 1.0
302280.425677333, 302280.542287625, 100.0, 1.0
302280.425677333, 302280.558878583, 100.0, 1.0
302280.392316333, 302280.674490958, -5.0, 4.0
302281.392444625, 302282.692576208, 21.3999996185303, 4.0
302282.925970167, 302283.242670792, 6.05500030517578, 4.0
302283.459280583, 302285.492734292, 17.1100006103516, 4.0
302285.659105208, 302286.475035, 23.3800010681152, 4.0
302287.792861458, 302288.909637208, 16.0375003814697, 4.0
302289.109354542, 302289.47613075, 4.15750026702881, 4.0
302289.725979958, 302290.576459167, 12.3249988555908, 4.0
302290.826074625, 302291.576451958, 21.2350006103516, 4.0
302291.959934542, 302292.35989, 5.3125, 4.0
302292.64320775, 302293.576766042, 18.0174999237061, 4.0
302293.743088583, 302294.126741417, 3.00250053405762, 4.0
302294.443541042, 302295.593403375, 12.3249988555908, 4.0
302295.976796125, 302297.0101805, 19.2550010681152, 4.0
302298.610291917, 302299.960349583, 21.3175010681152, 4.0
302300.260202792, 302300.827168542, 15.0475006103516, 4.0
302301.82719575, 302302.1605705, 7.04500007629395, 4.0
302302.560657417, 302302.960434333, 100.0, 1.0
302302.460311625, 302303.142743333, -5.0, 4.0
302303.427133333, 302303.893977625, 8.03500080108643, 4.0
302304.193991417, 302305.344045625, 13.1499996185303, 4.0
302305.593778333, 302306.36078025, 18.4299983978271, 4.0
302306.610575083, 302307.177586708, 1.26999998092651, 4.0
302307.460925125, 302308.160935208, 17.3575000762939, 4.0
302308.860984208, 302308.942975083, -5.0, 4.0
the presidential suite is very busy, 33, false, 21
302378.982232083, 302379.965639292, 22.0599994659424, 4.0
302380.265590042, 302380.749001792, 10.0150003433228, 4.0
302381.165651167, 302381.815765875, 9.4375, 4.0
302383.1490635, 302383.6325475, 17.1100006103516, 4.0
302383.915711625, 302385.299367167, 18.1000003814697, 4.0
302385.732649625, 302386.149398917, 6.22000026702881, 4.0
302386.482686625, 302388.082853792, 20.3274993896484, 4.0
302388.316158875, 302388.849587542, 8.03500080108643, 4.0
302389.149226667, 302389.766304625, 5.14750003814697, 4.0
302390.03294125, 302390.482946708, 2.09500026702881, 4.0
302390.733003833, 302391.783081208, 12.0774993896484, 4.0
302391.983037875, 302393.733480792, 18.0174999237061, 4.0
302394.066713583, 302394.366692083, 4.40499973297119, 4.0
302396.083397542, 302397.083401125, 17.1100006103516, 4.0
302397.416634167, 302398.350166542, 19.1725006103516, 4.0
302398.483258083, 302399.066936125, 7.12750053405762, 4.0
302399.216573333, 302400.483706708, 19.0075016021729, 4.0
302400.700236083, 302401.100324, 7.29250049591064, 4.0
302401.950438792, 302402.032427042, -5.0, 4.0
302402.133701458, 302402.215748125, -5.0, 4.0
302402.850614167, 302403.650527042, 8.03500080108643, 4.0
302404.4172235, 302404.50043375, 100.0, 1.0
302404.36720125, 302404.699189, -5.0, 4.0
302404.900439792, 302405.634047417, 8.77749919891357, 4.0
302405.950631333, 302407.18414975, 17.3575000762939, 4.0
302408.800886792, 302409.967583, 21.2350006103516, 4.0
302410.384248375, 302410.984356333, 6.05500030517578, 4.0
302411.251036, 302412.251138125, 19.0075016021729, 4.0
302412.534387833, 302413.367788333, 27.1749992370605, 4.0
302415.401400167, 302415.884633625, 2.75500011444092, 4.0
302416.251388833, 302417.384772125, 22.1424999237061, 4.0
302417.701522083, 302418.951662708, 18.1000003814697, 4.0
302419.151578, 302420.134907458, 25.1125011444092, 4.0
i do not fully agree with you, 37, false, 22
302429.302193667, 302429.785671, 10.0150003433228, 4.0
302430.769065708, 302431.519082167, 4.07499980926514, 4.0
302432.469127583, 302432.535524667, 100.0, 1.0
302432.4190995, 302432.701250667, -5.0, 4.0
302433.152371125, 302433.819200333, 9.19000053405762, 4.0
302435.41930575, 302436.052582417, 2.09500026702881, 4.0
302436.58598425, 302437.702875375, 15.1300010681152, 4.0
302438.50282425, 302438.584756833, -5.0, 4.0
302438.686082417, 302438.768155292, -5.0, 4.0
302438.869669292, 302438.951839, -5.0, 4.0
302439.036068125, 302439.118243208, -5.0, 4.0
302439.402804208, 302439.518250667, -5.0, 4.0
302440.569680917, 302441.186423458, 12.2424983978271, 4.0
302441.536358417, 302442.236432125, 16.1199989318848, 4.0
302442.619494458, 302444.018485625, 14.8825016021729, 4.0
302445.853188, 302446.4533535, 7.45749950408936, 4.0
302446.7696645, 302448.953561083, 22.0599994659424, 4.0
302449.236894417, 302449.920152208, 13.2325000762939, 4.0
302450.220195958, 302450.820280375, 14.3049983978271, 4.0
302451.103646125, 302451.920235625, 25.0300006866455, 4.0
302452.870032458, 302452.9854245, -5.0, 4.0
302453.970180833, 302454.237166667, 3.16750049591064, 4.0
302454.954187125, 302455.020201583, 100.0, 1.0
302454.903868875, 302455.202330875, -5.0, 4.0
302455.537003583, 302455.920575792, 2.01250028610229, 4.0
302456.187290875, 302456.686966375, 5.06500053405762, 4.0
302456.920290125, 302458.037288333, 18.2649993896484, 4.0
302458.337031667, 302458.704169125, 5.06500053405762, 4.0
302458.954009042, 302459.337410458, 2.01250028610229, 4.0
302460.137080042, 302460.219128208, -5.0, 4.0
302461.020702542, 302461.887703542, 22.0599994659424, 4.0
302462.070662583, 302462.837606333, 8.03500080108643, 4.0
302463.22081425, 302464.820771708, 20.0799999237061, 4.0
302465.120940458, 302465.854298417, 9.02500057220459, 4.0
302466.804506, 302467.637727625, 24.0399990081787, 4.0
302467.82096875, 302468.337710583, 15.0475006103516, 4.0
302468.63773925, 302469.836557667, 19.0900001525879, 4.0
do not worry about this, 54, false, 23
302472.954667542, 302473.288330458, 7.04500007629395, 4.0
302473.571544375, 302474.054948292, 100.0, 1.0
302473.488167083, 302474.370546167, -5.0, 4.0
302474.555029375, 302475.2053025, 6.13749980926514, 4.0
302475.505503792, 302476.08886125, 14.0574989318848, 4.0
302476.888643542, 302476.970366583, -5.0, 4.0
302477.838721667, 302478.638779625, 13.0675010681152, 4.0
302478.838430833, 302479.455377125, 14.1399993896484, 4.0
302479.905516458, 302481.022173125, 24.1224994659424, 4.0
302481.755619167, 302481.85432875, -5.0, 4.0
302482.789011583, 302483.4390845, 23.2975006103516, 4.0
302483.672132, 302484.305773458, 13.0675010681152, 4.0
302484.58909575, 302486.055885875, 17.0275001525879, 4.0
302486.339195, 302487.055954167, 18.1000003814697, 4.0
302487.372661542, 302488.506014917, 24.3699989318848, 4.0
302489.58959425, 302489.939518083, 7.12750053405762, 4.0
302490.322651208, 302491.072879333, 3.00250053405762, 4.0
302491.33934575, 302492.256283167, 17.1100006103516, 4.0
302492.4060345, 302493.039608, 20.0799999237061, 4.0
302493.239511375, 302494.106458958, 18.0174999237061, 4.0
302494.723160167, 302494.821799833, -5.0, 4.0
302494.889944167, 302494.98953, -5.0, 4.0
302495.056648667, 302495.155451042, -5.0, 4.0
302495.206498583, 302495.305337083, -5.0, 4.0
302495.35649575, 302495.455418125, -5.0, 4.0
302495.523442875, 302495.605313708, -5.0, 4.0
302495.68986925, 302495.788739333, -5.0, 4.0
302495.856642333, 302495.971886208, 0.857499599456787, 4.0
302496.023275042, 302496.121908125, -0.297500133514404, 4.0
302496.1900515, 302496.288433458, -5.0, 4.0
302496.373159333, 302496.422003917, -5.0, 4.0
302496.539759, 302496.622103667, -5.0, 4.0
302496.723212125, 302496.805469042, -5.0, 4.0
302496.906665292, 302496.988652583, -5.0, 4.0
302497.073427083, 302497.171959042, -5.0, 4.0
302497.423261958, 302497.589883042, 100.0, 1.0
302497.423261958, 302497.888919375, -5.0, 4.0
302498.339952417, 302498.756971917, 5.3125, 4.0
302499.440203417, 302499.756765417, 1.10500001907349, 4.0
302500.040215, 302500.690257833, 15.4600009918213, 4.0
302500.906609583, 302501.673622292, 20.2449989318848, 4.0
302501.840117083, 302502.506950708, 20.0799999237061, 4.0
302503.940382083, 302505.173954, 17.1925010681152, 4.0
302505.507229458, 302506.540430458, 9.02500057220459, 4.0
302506.790593333, 302507.340630083, 14.3049983978271, 4.0
302507.757257083, 302508.540608375, 17.0275001525879, 4.0
302509.07406125, 302509.157401792, 100.0, 1.0
302509.02402625, 302509.339492375, -5.0, 4.0
302509.423985708, 302509.590595833, 100.0, 1.0
302509.423985708, 302509.739745333, -5.0, 4.0
302510.024056208, 302511.42420475, 20.3274993896484, 4.0
302511.674224833, 302512.407729542, 9.10750007629395, 4.0
302512.624288583, 302513.157707875, 8.03500080108643, 4.0
302513.374364708, 302514.024369125, 16.2849998474121, 4.0
parking tickets can be challenged, 36, false, 24
302527.808748583, 302528.425426708, 19.0900001525879, 4.0
302528.691973208, 302529.1254745, 2.17750024795532, 4.0
302529.341863458, 302530.458770083, 16.2024993896484, 4.0
302530.658456458, 302531.258877, 13.3150005340576, 4.0
302531.525624375, 302532.158923417, 7.375, 4.0
302532.358620833, 302532.942340958, 13.0675010681152, 4.0
302533.192090958, 302533.558978125, 6.05500030517578, 4.0
302534.359027958, 302534.457809792, -5.0, 4.0
302534.542777292, 302534.641212417, -5.0, 4.0
302534.725808542, 302534.824501958, -5.0, 4.0
302535.7425095, 302536.875864792, 17.0275001525879, 4.0
302537.108914375, 302537.509405792, 7.12750053405762, 4.0
302537.759104875, 302538.176017542, 5.06500053405762, 4.0
302538.425951333, 302539.309607417, 12.2424983978271, 4.0
302539.475772792, 302540.026093292, 2.09500026702881, 4.0
302540.175893625, 302540.892794417, 17.1925010681152, 4.0
302540.992507333, 302542.359658458, 16.0375003814697, 4.0
302543.726359292, 302544.159680917, 5.06500053405762, 4.0
302544.492877792, 302544.709744333, -0.957499980926514, 4.0
302545.059741292, 302545.811137875, 12.0774993896484, 4.0
302546.660026458, 302547.193211167, 5.06500053405762, 4.0
302548.293365875, 302548.376502292, 100.0, 1.0
302548.226469833, 302548.558777333, -5.0, 4.0
302548.843271333, 302549.310042625, 0.0325002670288086, 4.0
302549.576704833, 302550.210171042, 4.07499980926514, 4.0
302551.326814083, 302551.626824667, 2.09500026702881, 4.0
302551.859901875, 302552.843670542, 8.03500080108643, 4.0
302553.310247042, 302553.876951083, 0.610000133514404, 4.0
302554.176888125, 302554.993856792, 9.19000053405762, 4.0
302555.277071167, 302556.010494667, 11.1700000762939, 4.0
302556.293974833, 302556.677323875, 6.05500030517578, 4.0
302556.91051725, 302557.877307792, 12.0774993896484, 4.0
302558.193999417, 302559.17729975, 6.22000026702881, 4.0
302559.560683958, 302560.560767208, 5.3125, 4.0
302562.210793417, 302562.310795542, -5.0, 4.0
302562.4443725, 302562.5427235, -5.0, 4.0
a good joke deserves a good laugh, 64, false, 25
302569.811364708, 302569.978123708, 1.02250003814697, 4.0
302570.4447465, 302571.194774167, 11.1700000762939, 4.0
302572.011700417, 302572.128044083, 100.0, 1.0
302573.328096958, 302574.044975875, 5.06500053405762, 4.0
302574.294995417, 302574.878408708, 15.0475006103516, 4.0
302575.211869083, 302575.845217417, 15.2950000762939, 4.0
302576.161731792, 302576.595146417, 3.00250053405762, 4.0
302577.56189775, 302577.661990542, -5.0, 4.0
302577.745123333, 302577.843965542, -5.0, 4.0
302579.428394083, 302579.962202083, 11.3350009918213, 4.0
302580.27854925, 302581.01214675, 12.4899997711182, 4.0
302581.478697583, 302581.912166875, 12.2424983978271, 4.0
302582.195270708, 302582.545522708, 6.05500030517578, 4.0
302583.42886, 302583.510948958, -5.0, 4.0
302583.612584667, 302583.677677417, -5.0, 4.0
302583.762543167, 302583.861047458, -5.0, 4.0
302583.945582542, 302584.027679375, -5.0, 4.0
302584.095616208, 302584.194621625, -5.0, 4.0
302584.278885, 302584.360846875, -5.0, 4.0
302584.795579583, 302584.894370125, -5.0, 4.0
302584.995630708, 302585.077659375, -5.0, 4.0
302585.179017792, 302585.245901917, -5.0, 4.0
302585.395684, 302585.444455625, -5.0, 4.0
302586.429121583, 302586.844630958, -5.0, 4.0
302588.862633083, 302589.312658458, 2.01250028610229, 4.0
302589.562388625, 302590.2628235, 4.07499980926514, 4.0
302590.479173, 302591.8961715, 17.1100006103516, 4.0
302592.129361958, 302592.646226625, 4.32250022888184, 4.0
302592.862699167, 302593.813006625, 17.0275001525879, 4.0
302594.012812958, 302595.096432208, 23.2150001525879, 4.0
302595.2295, 302595.946416875, 4.07499980926514, 4.0
302596.163082208, 302597.27990875, 17.1925010681152, 4.0
302598.863387042, 302599.096678167, 1.26999998092651, 4.0
302599.496770583, 302600.646877625, 5.06500053405762, 4.0
302601.630118333, 302601.779909417, 100.0, 1.0
302602.996842792, 302603.763612875, 5.06500053405762, 4.0
302603.963274042, 302605.046726208, 12.2424983978271, 4.0
302605.146757042, 302605.680313167, 14.2224998474121, 4.0
302605.946836542, 302606.280287833, 6.22000026702881, 4.0
302607.180505042, 302607.295910542, -5.0, 4.0
302607.364222833, 302607.445801583, -5.0, 4.0
302607.530733875, 302607.629289667, -5.0, 4.0
302607.697069833, 302607.795999333, -5.0, 4.0
302607.863832708, 302607.945976958, -5.0, 4.0
302608.030559208, 302608.129342833, -5.0, 4.0
302608.580533458, 302608.697140917, -5.0, 4.0
302608.797289208, 302608.880680833, -5.0, 4.0
